@relation wordANDdictionary

@attribute "1,-1" numeric
@attribute "1,-2" numeric
@attribute "1,-3" numeric
@attribute "1,-4" numeric
@attribute "1,-5" numeric
@attribute "2,-1" numeric
@attribute "2,-2" numeric
@attribute "2,-3" numeric
@attribute "2,-4" numeric
@attribute "2,-5" numeric
@attribute "3,-1" numeric
@attribute "3,-2" numeric
@attribute "3,-3" numeric
@attribute "3,-4" numeric
@attribute "3,-5" numeric
@attribute "4,-1" numeric
@attribute "4,-2" numeric
@attribute "4,-3" numeric
@attribute "4,-4" numeric
@attribute "4,-5" numeric
@attribute "5,-1" numeric
@attribute "5,-2" numeric
@attribute "5,-3" numeric
@attribute "5,-4" numeric
@attribute "5,-5" numeric
@attribute "blood" numeric
@attribute "make" numeric
@attribute "great" numeric
@attribute "game" numeric
@attribute "do" numeric
@attribute "nt" numeric
@attribute "time" numeric
@attribute "best" numeric
@attribute "world" numeric
@attribute "kid" numeric
@attribute "player" numeric
@attribute "lot" numeric
@attribute "one" numeric
@attribute "like" numeric
@attribute "also" numeric
@attribute "really" numeric
@attribute classification {P, PE}

@data
7,2,1,0,0,7,1,1,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,5,1,1,4,2,1,0,5,3,0,PE
3,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,23,3,3,0,2,0,1,2,1,1,2,1,1,PE
2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,1,0,2,0,2,0,1,2,1,3,0,PE
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,9,2,2,1,1,0,4,1,2,2,1,1,0,PE
11,1,0,1,0,2,0,0,0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,23,1,1,2,0,1,2,0,1,0,2,0,3,PE
1,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,12,3,3,0,1,0,1,1,2,3,0,2,2,PE
12,2,1,1,0,9,0,1,0,0,5,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,17,3,3,1,1,0,0,0,0,2,1,0,1,PE
4,2,1,1,0,3,2,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,26,2,2,1,1,0,3,4,3,0,2,2,1,PE
0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,3,2,2,1,1,5,0,0,0,5,3,2,PE
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,4,0,0,1,1,0,2,3,1,0,2,PE
2,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,0,1,1,1,0,1,0,1,1,0,1,1,PE
2,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,0,1,1,1,0,1,0,1,1,0,1,1,PE
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,1,1,1,0,2,0,1,1,0,0,PE
5,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,9,1,1,2,1,0,1,1,0,1,2,2,1,PE
9,3,1,1,0,4,0,0,0,0,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,1,2,14,2,2,0,0,0,7,0,3,1,4,4,2,PE
2,1,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,26,1,1,0,0,0,4,0,1,1,2,1,0,PE
0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,15,2,2,0,0,0,3,0,0,0,2,4,1,PE
0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,1,1,1,0,0,5,0,0,0,4,1,3,PE
1,2,1,0,0,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,11,0,0,3,1,1,2,0,0,2,3,0,1,PE
0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,1,1,1,0,0,5,0,0,0,4,1,3,PE
10,3,1,1,0,3,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,1,0,1,4,0,3,3,0,0,1,1,0,PE
1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,9,0,0,2,0,0,2,1,0,0,2,1,0,PE
0,2,0,0,0,1,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,14,1,1,1,0,0,2,1,0,0,5,1,1,PE
7,6,2,0,0,4,1,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,17,7,7,1,1,0,3,0,2,1,5,1,2,PE
3,1,2,0,0,1,1,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,1,17,4,4,1,0,1,2,0,0,1,4,0,2,PE
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,2,2,1,0,3,0,0,0,1,0,1,PE
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,2,2,1,0,3,0,0,0,1,0,1,PE
18,4,1,1,0,0,0,1,1,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,2,0,21,1,1,0,1,1,6,0,0,0,3,1,2,PE
1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,17,0,0,0,1,0,2,0,1,0,1,2,0,PE
0,1,0,0,0,2,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,12,3,3,3,0,0,2,0,0,2,3,3,2,PE
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,2,15,1,1,0,0,0,0,0,1,0,4,0,2,PE
3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,12,0,0,0,0,0,3,3,1,0,0,3,0,PE
10,3,1,0,0,1,1,1,0,0,4,0,0,1,0,4,0,0,0,0,0,0,0,0,0,5,0,2,14,1,1,0,1,0,3,0,3,1,1,0,3,PE
2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,9,0,0,0,0,1,4,0,3,0,0,2,0,PE
2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,8,1,1,0,0,0,4,0,1,0,2,1,0,PE
0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,12,2,2,1,0,0,4,0,2,2,3,3,0,PE
0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,12,2,2,1,0,0,4,0,2,2,3,3,0,PE
1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,3,3,1,0,0,1,2,4,0,1,1,PE
2,1,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,16,1,1,2,1,3,5,4,0,3,4,2,4,PE
1,2,1,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,2,2,1,1,0,2,4,3,3,0,1,2,PE
6,0,1,4,0,7,0,0,3,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,21,2,2,0,6,0,5,0,0,0,2,1,2,PE
5,1,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,5,5,4,0,0,2,0,0,4,7,0,2,PE
4,1,3,1,0,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,16,1,1,0,0,0,1,1,1,2,2,3,1,PE
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,0,0,0,3,1,0,0,0,1,PE
1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,0,0,0,3,1,0,0,0,1,PE
1,0,0,0,0,7,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,13,2,2,0,2,0,1,1,0,2,1,1,5,PE
2,0,0,0,0,1,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,10,1,1,1,0,0,0,2,0,0,0,0,2,PE
2,0,0,0,0,1,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,10,1,1,1,0,0,0,2,0,0,0,0,2,PE
2,0,1,1,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,14,2,2,0,0,0,1,0,0,0,1,2,2,PE
3,0,0,0,0,5,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,16,2,2,1,3,0,1,1,3,1,1,2,2,PE
1,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,4,0,0,5,0,1,0,1,1,1,2,PE
4,0,0,1,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,15,6,6,0,1,0,3,0,1,2,0,1,3,PE
8,2,2,0,0,5,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,8,1,2,14,1,1,3,1,1,1,0,0,1,0,1,3,PE
2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,16,4,4,1,0,0,1,4,1,0,1,1,2,PE
2,3,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,12,2,2,0,0,0,4,1,0,0,0,0,1,PE
0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,2,2,2,1,0,0,0,4,0,0,5,0,PE
0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,2,2,2,1,0,0,0,4,0,0,5,0,PE
13,6,1,2,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,14,2,2,1,0,0,5,0,0,2,1,2,3,PE
10,2,0,2,0,3,1,0,0,0,3,0,1,0,0,3,0,0,0,0,0,0,0,0,0,10,2,3,10,2,2,0,1,0,3,0,0,3,1,2,0,PE
0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,2,0,10,2,2,0,0,0,3,1,0,1,2,1,0,PE
4,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,7,2,2,0,0,0,4,2,0,2,4,2,1,PE
9,2,2,1,0,5,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,17,3,3,0,0,0,6,1,0,1,1,2,0,PE
1,0,0,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,18,2,2,1,2,0,0,0,0,4,1,1,2,PE
1,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,15,3,3,0,2,0,2,0,6,3,3,0,4,PE
3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,0,11,1,1,0,2,1,2,1,2,2,3,0,0,PE
1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,14,3,3,1,0,0,6,0,2,1,5,1,0,PE
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,11,2,2,0,0,0,2,2,3,0,4,0,0,PE
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,11,2,2,0,0,0,2,2,3,0,4,0,0,PE
5,3,0,0,0,2,0,0,0,0,7,1,0,0,0,3,0,0,0,0,0,0,0,0,0,3,2,5,18,3,3,2,2,0,3,0,0,1,2,0,0,PE
0,0,0,0,0,5,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,1,1,7,3,3,1,2,0,3,0,2,0,5,4,2,PE
12,0,1,0,0,5,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,9,9,0,0,0,1,0,2,0,5,5,0,PE
2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,11,2,2,1,0,3,0,3,3,0,2,2,3,PE
3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,12,1,1,1,0,0,0,1,5,2,2,1,1,PE
1,0,0,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,18,2,2,1,2,0,0,0,0,4,1,1,2,PE
1,0,0,1,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,13,0,0,3,0,0,3,0,2,1,0,2,0,PE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,PE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,PE
3,0,0,1,0,4,0,1,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,4,0,1,13,3,3,2,0,1,1,2,3,0,0,0,0,PE
1,1,1,0,0,1,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,1,1,0,1,2,3,0,4,3,1,1,3,PE
6,1,0,0,0,6,1,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,4,18,1,0,2,0,0,3,1,1,0,1,1,1,PE
7,0,0,0,0,9,0,0,0,0,9,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,3,12,0,0,2,2,2,2,0,0,1,2,0,3,PE
3,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,16,3,3,0,0,0,3,0,4,4,4,4,2,PE
2,0,0,0,0,1,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,13,1,1,1,2,3,2,2,1,0,3,1,2,PE
2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,0,0,0,0,0,0,0,1,0,4,PE
3,1,0,7,0,2,0,0,3,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,15,1,1,0,3,0,4,0,3,1,1,0,2,PE
2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,0,0,0,0,0,0,0,1,0,4,PE
4,1,1,0,0,5,0,1,0,0,6,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,5,18,3,3,3,4,0,2,0,0,3,0,2,3,PE
3,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,2,2,0,2,0,1,0,1,4,1,4,0,PE
2,1,0,0,0,2,0,0,0,0,3,1,0,1,0,3,0,0,0,0,1,0,0,0,0,0,1,1,16,1,1,0,2,2,3,3,0,2,0,3,2,PE
3,0,1,0,0,4,1,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,11,0,0,0,2,0,0,0,3,1,1,1,2,PE
1,0,3,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,17,1,1,0,0,0,0,2,0,0,1,2,1,PE
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,0,PE
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,0,PE
5,0,3,1,0,5,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,19,3,3,1,2,0,1,2,2,0,4,0,0,PE
6,0,1,1,0,4,2,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,12,2,2,2,4,0,0,4,1,2,6,1,2,PE
2,0,0,0,0,1,1,0,0,0,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,5,17,0,0,5,2,0,0,4,1,2,0,0,3,PE
1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11,1,1,1,0,0,2,0,1,0,1,4,2,PE
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,2,2,1,0,0,0,0,1,3,1,3,3,PE
0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,11,2,2,2,2,0,0,1,2,2,2,1,4,PE
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PE
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PE
5,3,0,0,0,14,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,5,16,1,1,1,3,0,3,1,2,2,2,2,1,PE
3,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,1,1,0,1,0,1,3,0,2,0,0,2,PE
3,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,1,1,0,1,0,1,3,0,2,0,0,2,PE
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,3,0,2,0,8,0,2,2,1,0,PE
5,1,0,0,1,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,10,1,1,1,0,0,1,1,1,1,0,3,2,PE
9,3,0,0,0,4,1,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,12,4,4,3,0,0,1,0,1,2,2,1,1,PE
4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,11,3,3,1,1,0,3,0,2,0,3,1,1,PE
2,3,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,17,0,0,2,0,0,5,1,1,1,4,2,0,PE
8,1,0,2,0,5,0,0,0,0,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,13,2,1,1,0,0,4,1,1,2,1,1,1,PE
3,1,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12,1,1,0,1,0,5,0,1,2,2,3,3,PE
1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,2,0,1,0,0,1,0,2,0,3,1,2,PE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PE
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PE
7,0,1,2,0,3,0,0,0,0,4,1,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,2,16,2,2,0,4,2,5,2,0,3,0,1,2,PE
1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,1,1,2,1,1,1,6,0,1,3,1,0,PE
1,1,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,7,2,2,2,1,0,2,2,1,0,3,0,1,PE
2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,2,0,0,0,1,4,0,4,PE
2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,15,1,1,2,0,1,1,5,1,1,2,0,2,PE
6,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,9,2,1,1,1,1,1,1,0,2,1,2,0,PE
3,0,0,2,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,12,4,4,1,0,0,0,3,1,1,0,2,0,PE
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,1,0,0,1,0,0,1,0,0,2,PE
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,1,0,0,1,0,0,1,0,0,2,PE
4,1,0,0,0,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,10,0,0,1,0,0,3,0,1,1,2,4,2,PE
1,1,1,1,0,2,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,8,1,1,1,1,0,1,0,1,4,2,1,1,PE
9,1,1,1,0,11,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,15,5,5,0,0,0,6,0,1,0,1,1,3,PE
2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,1,1,1,0,0,1,1,5,1,2,0,0,PE
1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,11,3,3,2,0,0,5,1,0,1,1,0,2,PE
0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,11,1,1,1,0,0,7,0,1,0,5,3,0,PE
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,13,2,2,0,2,1,2,0,0,0,1,5,1,PE
2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,8,2,1,2,0,0,6,4,0,0,1,1,1,PE
3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,9,1,1,3,0,0,1,2,3,1,0,1,0,PE
3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,9,1,1,3,0,0,1,2,3,1,0,1,0,PE
6,3,1,1,0,3,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,1,1,0,0,0,3,1,0,4,1,3,3,PE
1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,15,2,2,0,2,0,6,0,2,1,6,0,2,PE
1,0,1,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,20,5,5,2,1,0,0,0,1,1,4,1,3,PE
5,1,0,0,0,6,2,0,0,1,10,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,22,0,0,3,1,0,6,0,2,4,3,2,0,PE
2,1,1,0,0,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,15,3,3,0,0,0,1,1,0,2,3,0,6,PE
1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2,2,1,1,1,3,0,1,1,1,1,2,PE
0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,1,2,1,0,0,0,0,2,1,2,0,PE
1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,1,1,2,0,1,2,0,0,3,1,5,0,PE
0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,1,2,1,0,0,0,0,2,1,2,0,PE
5,1,0,2,0,8,0,0,0,0,9,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,21,0,0,0,1,0,8,0,2,0,1,2,1,PE
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9,2,1,1,0,0,0,1,0,0,2,1,1,PE
0,0,0,1,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,3,3,2,0,1,3,0,1,4,4,1,3,PE
4,3,0,1,0,1,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,18,2,4,4,1,0,2,0,0,3,2,3,2,PE
4,0,0,0,0,2,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,19,4,4,1,1,0,2,1,0,0,11,1,4,PE
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PE
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,PE
4,1,2,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,11,4,2,0,0,0,0,0,0,0,1,3,0,PE
8,2,1,0,0,4,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,1,14,2,2,0,0,0,1,0,1,2,1,1,0,PE
2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,2,1,3,0,1,0,2,PE
1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,3,14,1,1,0,1,0,2,2,0,3,2,3,0,PE
0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,5,2,10,1,1,1,0,2,2,2,2,3,3,2,1,PE
4,2,2,1,0,4,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,17,4,4,0,3,1,2,0,2,0,9,4,0,PE
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,2,3,0,0,0,PE
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,2,3,0,0,0,PE
2,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,9,1,1,1,2,1,0,0,1,2,2,0,1,PE
